Name;Title;Co-Authors;Pagintation;Published;Venue
Christian Rauch;On 25 Years of CIAA Through the Lens of Data Science.;Hermann Gruber, Markus Holzer;[<span itemprop="pagination">3-18</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Nelma Moreira;Manipulation of Regular Expressions Using Derivatives: An Overview.;Rogério Reis;[<span itemprop="pagination">19-33</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Rogério Reis;Manipulation of Regular Expressions Using Derivatives: An Overview.;Nelma Moreira;[<span itemprop="pagination">19-33</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Sicheol Sung;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;Hyunjoon Cheon, Yo-Sub Han;[<span itemprop="pagination">34-49</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Hyunjoon Cheon;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;Sicheol Sung, Yo-Sub Han;[<span itemprop="pagination">34-49</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Yo-Sub Han;How to Settle the ReDoS Problem: Back to the Classical Automata Theory.;Sicheol Sung, Hyunjoon Cheon;[<span itemprop="pagination">34-49</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Brink van der Merwe;Ordered Context-Free Grammars.;Martin Berglund;[<span itemprop="pagination">53-66</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Martin Berglund;Ordered Context-Free Grammars.;Brink van der Merwe;[<span itemprop="pagination">53-66</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Florent Jacquemard;Symbolic Weighted Language Models, Quantitative Parsing and Automated Music Transcription.;Lydia Rodriguez de la Nava;[<span itemprop="pagination">67-79</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Lydia Rodriguez de la Nava;Symbolic Weighted Language Models, Quantitative Parsing and Automated Music Transcription.;Florent Jacquemard;[<span itemprop="pagination">67-79</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Florian Bruse;A Similarity Measure for Formal Languages Based on Convergent Geometric Series.;Maurice Herwig, Martin Lange;[<span itemprop="pagination">80-92</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Maurice Herwig;A Similarity Measure for Formal Languages Based on Convergent Geometric Series.;Florian Bruse, Martin Lange;[<span itemprop="pagination">80-92</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Martin Lange;A Similarity Measure for Formal Languages Based on Convergent Geometric Series.;Florian Bruse, Maurice Herwig;[<span itemprop="pagination">80-92</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Frank Drewes;Hybrid Tree Automata and the Yield Theorem for Constituent Tree Automata.;Richard Mörbitz, Heiko Vogler;[<span itemprop="pagination">93-105</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Richard Mörbitz;Hybrid Tree Automata and the Yield Theorem for Constituent Tree Automata.;Frank Drewes, Heiko Vogler;[<span itemprop="pagination">93-105</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Heiko Vogler;Hybrid Tree Automata and the Yield Theorem for Constituent Tree Automata.;Frank Drewes, Richard Mörbitz;[<span itemprop="pagination">93-105</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Jakub Ruszil;Some Results Concerning Careful Synchronization of Partial Automata and Subset Synchronization of DFA's.;;[<span itemprop="pagination">106-115</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Laura K. Hutchinson;A Toolkit for Parikh Matrices.;Robert Mercas, Daniel Reidenbach;[<span itemprop="pagination">116-127</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Robert Mercas;A Toolkit for Parikh Matrices.;Laura K. Hutchinson, Daniel Reidenbach;[<span itemprop="pagination">116-127</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Daniel Reidenbach;A Toolkit for Parikh Matrices.;Laura K. Hutchinson, Robert Mercas;[<span itemprop="pagination">116-127</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Martin Kutrib;Syntax Checking Either Way.;Uwe Meyer;[<span itemprop="pagination">128-139</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Uwe Meyer;Syntax Checking Either Way.;Martin Kutrib;[<span itemprop="pagination">128-139</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Martin Kutrib;On the Power of Pushing or Stationary Moves for Input-Driven Pushdown Automata.;Andreas Malcher, Matthias Wendlandt;[<span itemprop="pagination">140-151</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Andreas Malcher;On the Power of Pushing or Stationary Moves for Input-Driven Pushdown Automata.;Martin Kutrib, Matthias Wendlandt;[<span itemprop="pagination">140-151</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Matthias Wendlandt;On the Power of Pushing or Stationary Moves for Input-Driven Pushdown Automata.;Martin Kutrib, Andreas Malcher;[<span itemprop="pagination">140-151</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Michal Hospodár;The Cut Operation in Subclasses of Convex Languages (Extended Abstract).;Viktor Olejar;[<span itemprop="pagination">152-164</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Viktor Olejar;The Cut Operation in Subclasses of Convex Languages (Extended Abstract).;Michal Hospodár;[<span itemprop="pagination">152-164</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Nicholas Tran;Variations of the Separating Words Problem.;;[<span itemprop="pagination">165-176</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Olga Martynova;Homomorphisms on Graph-Walking Automata.;Alexander Okhotin;[<span itemprop="pagination">177-188</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Alexander Okhotin;Homomorphisms on Graph-Walking Automata.;Olga Martynova;[<span itemprop="pagination">177-188</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Oliver A. S. Lyon;Nondeterministic State Complexity of Site-Directed Deletion.;Kai Salomaa;[<span itemprop="pagination">189-199</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Kai Salomaa;Nondeterministic State Complexity of Site-Directed Deletion.;Oliver A. S. Lyon;[<span itemprop="pagination">189-199</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Öykü Yilmaz;Energy Complexity of Regular Language Recognition.;Firat Kiyak, Meriç Üngör, A. C. Cem Say;[<span itemprop="pagination">200-211</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Firat Kiyak;Energy Complexity of Regular Language Recognition.;Öykü Yilmaz, Meriç Üngör, A. C. Cem Say;[<span itemprop="pagination">200-211</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Meriç Üngör;Energy Complexity of Regular Language Recognition.;Öykü Yilmaz, Firat Kiyak, A. C. Cem Say;[<span itemprop="pagination">200-211</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
A. C. Cem Say;Energy Complexity of Regular Language Recognition.;Öykü Yilmaz, Firat Kiyak, Meriç Üngör;[<span itemprop="pagination">200-211</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Özdeniz Dolu;Real-Time, Constant-Space, Constant-Randomness Verifiers.;Nevzat Ersoy, M. Utkan Gezer, A. C. Cem Say;[<span itemprop="pagination">212-224</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Nevzat Ersoy;Real-Time, Constant-Space, Constant-Randomness Verifiers.;Özdeniz Dolu, M. Utkan Gezer, A. C. Cem Say;[<span itemprop="pagination">212-224</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
M. Utkan Gezer;Real-Time, Constant-Space, Constant-Randomness Verifiers.;Özdeniz Dolu, Nevzat Ersoy, A. C. Cem Say;[<span itemprop="pagination">212-224</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
A. C. Cem Say;Real-Time, Constant-Space, Constant-Randomness Verifiers.;Özdeniz Dolu, Nevzat Ersoy, M. Utkan Gezer;[<span itemprop="pagination">212-224</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Stefan Hoffmann;Constrained Synchronization for Monotonic and Solvable Automata and Automata with Simple Idempotents.;;[<span itemprop="pagination">225-237</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Yusuke Inoue;An Ambiguity Hierarchy of Weighted Context-Free Grammars.;Kenji Hashimoto, Hiroyuki Seki;[<span itemprop="pagination">238-250</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Kenji Hashimoto;An Ambiguity Hierarchy of Weighted Context-Free Grammars.;Yusuke Inoue, Hiroyuki Seki;[<span itemprop="pagination">238-250</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Hiroyuki Seki;An Ambiguity Hierarchy of Weighted Context-Free Grammars.;Yusuke Inoue, Kenji Hashimoto;[<span itemprop="pagination">238-250</span>];[<meta content="2022" itemprop="datePublished"/>];<title>dblp: CIAA 2022</title>
Anne Condon;On Design and Analysis of Chemical Reaction Network Algorithms.;;[<span itemprop="pagination">1-3</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Stavros Konstantinidis;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;Nelma Moreira, Rogério Reis, Joshua Young;[<span itemprop="pagination">4-27</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Nelma Moreira;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, Rogério Reis, Joshua Young;[<span itemprop="pagination">4-27</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Rogério Reis;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, Nelma Moreira, Joshua Young;[<span itemprop="pagination">4-27</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Joshua Young;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;Stavros Konstantinidis, Nelma Moreira, Rogério Reis;[<span itemprop="pagination">4-27</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Martin Kutrib;Boosting Pushdown and Queue Machines by Preprocessing.;Andreas Malcher, Matthias Wendlandt;[<span itemprop="pagination">28-40</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Andreas Malcher;Boosting Pushdown and Queue Machines by Preprocessing.;Martin Kutrib, Matthias Wendlandt;[<span itemprop="pagination">28-40</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Matthias Wendlandt;Boosting Pushdown and Queue Machines by Preprocessing.;Martin Kutrib, Andreas Malcher;[<span itemprop="pagination">28-40</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Sylvain Lombardy;The Validity of Weighted Automata.;Jacques Sakarovitch;[<span itemprop="pagination">41-45</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Jacques Sakarovitch;The Validity of Weighted Automata.;Sylvain Lombardy;[<span itemprop="pagination">41-45</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Cyril Allauzen;Algorithms for Weighted Finite Automata with Failure Transitions.;Michael D. Riley;[<span itemprop="pagination">46-58</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Michael D. Riley;Algorithms for Weighted Finite Automata with Failure Transitions.;Cyril Allauzen;[<span itemprop="pagination">46-58</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Samira Attou;The Bottom-Up Position Tree Automaton and Its Compact Version.;Ludovic Mignot, Djelloul Ziadi;[<span itemprop="pagination">59-70</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Ludovic Mignot;The Bottom-Up Position Tree Automaton and Its Compact Version.;Samira Attou, Djelloul Ziadi;[<span itemprop="pagination">59-70</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Djelloul Ziadi;The Bottom-Up Position Tree Automaton and Its Compact Version.;Samira Attou, Ludovic Mignot;[<span itemprop="pagination">59-70</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Laurent Bartholdi;A New Hierarchy for Automaton Semigroups.;Thibault Godin, Ines Klimann, Matthieu Picantin;[<span itemprop="pagination">71-83</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Thibault Godin;A New Hierarchy for Automaton Semigroups.;Laurent Bartholdi, Ines Klimann, Matthieu Picantin;[<span itemprop="pagination">71-83</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Ines Klimann;A New Hierarchy for Automaton Semigroups.;Laurent Bartholdi, Thibault Godin, Matthieu Picantin;[<span itemprop="pagination">71-83</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Matthieu Picantin;A New Hierarchy for Automaton Semigroups.;Laurent Bartholdi, Thibault Godin, Ines Klimann;[<span itemprop="pagination">71-83</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Mikhail V. Berlinkov;Synchronizing Random Almost-Group Automata.;Cyril Nicaud;[<span itemprop="pagination">84-96</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Cyril Nicaud;Synchronizing Random Almost-Group Automata.;Mikhail V. Berlinkov;[<span itemprop="pagination">84-96</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Johanna Björklund;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;Frank Drewes, Anna Jonsson;[<span itemprop="pagination">97-108</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Frank Drewes;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;Johanna Björklund, Anna Jonsson;[<span itemprop="pagination">97-108</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Anna Jonsson;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;Johanna Björklund, Frank Drewes;[<span itemprop="pagination">97-108</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Janusz A. Brzozowski;State Complexity of Overlap Assembly.;Lila Kari, Bai Li, Marek Szykula;[<span itemprop="pagination">109-120</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Lila Kari;State Complexity of Overlap Assembly.;Janusz A. Brzozowski, Bai Li, Marek Szykula;[<span itemprop="pagination">109-120</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Bai Li;State Complexity of Overlap Assembly.;Janusz A. Brzozowski, Lila Kari, Marek Szykula;[<span itemprop="pagination">109-120</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
Marek Szykula;State Complexity of Overlap Assembly.;Janusz A. Brzozowski, Lila Kari, Bai Li;[<span itemprop="pagination">109-120</span>];[<meta content="2018" itemprop="datePublished"/>];<title>dblp: CIAA 2018</title>
